development server only. no energy number from this machine means anything.
model models/Qwen3-1.7B-BF16.gguf
ctx   3072  (config.CTX_SIZE is 3072)
flags --n-gpu-layers 999 --parallel 1 --no-context-shift --no-mmap --no-cont-batching
0.00.083.827 W DEPRECATED: --mmap and --no-mmap are deprecated. use --load-mode mmap instead
0.00.083.990 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.084.723 W srv  llama_server: -----------------
0.00.084.724 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.084.724 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.084.725 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.084.725 W srv  llama_server: -----------------
0.00.086.185 I srv    load_model: loading model 'models/Qwen3-1.7B-BF16.gguf'
0.00.280.154 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.02.414.293 I cmn          init: llama threadpool init, n_threads = 8
0.02.476.643 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 3072, kv_unified = 'false'
0.02.483.404 I srv  llama_server: model loaded
0.02.483.419 I srv  llama_server: listening on http://127.0.0.1:8080
0.02.483.420 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.02.483.420 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
7.34.746.879 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
8695.27.940.098 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.901 (> 0.100 thold), f_keep = 0.676
8695.27.940.109 I slot launch_slot_: id  0 | task 138136 | processing task, is_child = 0
8695.30.620.979 I slot print_timing: id  0 | task 138136 | prompt eval time =     107.52 ms /   192 tokens (    0.56 ms per token,  1785.73 tokens per second)
8695.30.620.982 I slot print_timing: id  0 | task 138136 |        eval time =    2573.34 ms /   166 tokens (   15.60 ms per token,    64.12 tokens per second)
8695.30.620.983 I slot print_timing: id  0 | task 138136 |       total time =    2680.86 ms /   358 tokens
8695.30.620.983 I slot print_timing: id  0 | task 138136 |    graphs reused =     134511
8695.30.620.997 I slot      release: id  0 | task 138136 | stop processing: n_tokens = 357, truncated = 0
8695.30.623.941 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106960870807
8695.30.625.964 I slot launch_slot_: id  0 | task 138303 | processing task, is_child = 0
8695.32.556.784 I slot print_timing: id  0 | task 138303 | prompt eval time =     239.33 ms /   445 tokens (    0.54 ms per token,  1859.37 tokens per second)
8695.32.556.787 I slot print_timing: id  0 | task 138303 |        eval time =    1691.48 ms /   109 tokens (   15.66 ms per token,    63.85 tokens per second)
8695.32.556.787 I slot print_timing: id  0 | task 138303 |       total time =    1930.81 ms /   554 tokens
8695.32.556.788 I slot print_timing: id  0 | task 138303 |    graphs reused =     134617
8695.32.556.808 I slot      release: id  0 | task 138303 | stop processing: n_tokens = 553, truncated = 0
8695.32.557.955 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106962806618
8695.32.557.984 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 54.803 MiB)
8695.32.705.382 I slot launch_slot_: id  0 | task 138413 | processing task, is_child = 0
8695.33.145.555 I slot print_timing: id  0 | task 138413 | prompt eval time =     115.78 ms /   170 tokens (    0.68 ms per token,  1468.37 tokens per second)
8695.33.145.557 I slot print_timing: id  0 | task 138413 |        eval time =     324.39 ms /    22 tokens (   15.45 ms per token,    64.74 tokens per second)
8695.33.145.558 I slot print_timing: id  0 | task 138413 |       total time =     440.16 ms /   192 tokens
8695.33.145.558 I slot print_timing: id  0 | task 138413 |    graphs reused =     134637
8695.33.145.581 I slot      release: id  0 | task 138413 | stop processing: n_tokens = 191, truncated = 0
8695.33.146.707 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106963395390
8695.33.148.135 I slot launch_slot_: id  0 | task 138436 | processing task, is_child = 0
8695.34.724.001 I slot print_timing: id  0 | task 138436 | prompt eval time =     121.45 ms /   201 tokens (    0.60 ms per token,  1655.04 tokens per second)
8695.34.724.006 I slot print_timing: id  0 | task 138436 |        eval time =    1454.41 ms /    95 tokens (   15.47 ms per token,    64.63 tokens per second)
8695.34.724.006 I slot print_timing: id  0 | task 138436 |       total time =    1575.86 ms /   296 tokens
8695.34.724.006 I slot print_timing: id  0 | task 138436 |    graphs reused =     134729
8695.34.724.021 I slot      release: id  0 | task 138436 | stop processing: n_tokens = 295, truncated = 0
8695.34.725.138 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.925 (> 0.100 thold), f_keep = 0.631
8695.34.725.148 I slot launch_slot_: id  0 | task 138532 | processing task, is_child = 0
8695.35.898.530 I slot print_timing: id  0 | task 138532 | prompt eval time =     122.12 ms /   201 tokens (    0.61 ms per token,  1645.94 tokens per second)
8695.35.898.535 I slot print_timing: id  0 | task 138532 |        eval time =    1051.26 ms /    69 tokens (   15.46 ms per token,    64.68 tokens per second)
8695.35.898.535 I slot print_timing: id  0 | task 138532 |       total time =    1173.38 ms /   270 tokens
8695.35.898.535 I slot print_timing: id  0 | task 138532 |    graphs reused =     134795
8695.35.898.550 I slot      release: id  0 | task 138532 | stop processing: n_tokens = 269, truncated = 0
8695.35.899.893 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106966148359
8695.35.903.610 I slot launch_slot_: id  0 | task 138602 | processing task, is_child = 0
8695.37.952.243 I slot print_timing: id  0 | task 138602 | prompt eval time =     220.72 ms /   385 tokens (    0.57 ms per token,  1744.26 tokens per second)
8695.37.952.248 I slot print_timing: id  0 | task 138602 |        eval time =    1827.90 ms /   118 tokens (   15.62 ms per token,    64.01 tokens per second)
8695.37.952.248 I slot print_timing: id  0 | task 138602 |       total time =    2048.63 ms /   503 tokens
8695.37.952.248 I slot print_timing: id  0 | task 138602 |    graphs reused =     134911
8695.37.952.267 I slot      release: id  0 | task 138602 | stop processing: n_tokens = 502, truncated = 0
8695.37.953.407 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106968202076
8695.37.953.436 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 51.740 MiB)
8695.38.085.276 I slot launch_slot_: id  0 | task 138721 | processing task, is_child = 0
8695.38.684.825 I slot print_timing: id  0 | task 138721 | prompt eval time =     103.92 ms /   157 tokens (    0.66 ms per token,  1510.82 tokens per second)
8695.38.684.827 I slot print_timing: id  0 | task 138721 |        eval time =     495.62 ms /    33 tokens (   15.49 ms per token,    64.57 tokens per second)
8695.38.684.828 I slot print_timing: id  0 | task 138721 |       total time =     599.54 ms /   190 tokens
8695.38.684.828 I slot print_timing: id  0 | task 138721 |    graphs reused =     134942
8695.38.684.852 I slot      release: id  0 | task 138721 | stop processing: n_tokens = 189, truncated = 0
8695.38.686.347 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106968934662
8695.38.688.898 I slot launch_slot_: id  0 | task 138755 | processing task, is_child = 0
8695.40.416.577 I slot print_timing: id  0 | task 138755 | prompt eval time =     121.80 ms /   193 tokens (    0.63 ms per token,  1584.58 tokens per second)
8695.40.416.587 I slot print_timing: id  0 | task 138755 |        eval time =    1605.87 ms /   105 tokens (   15.44 ms per token,    64.76 tokens per second)
8695.40.416.589 I slot print_timing: id  0 | task 138755 |       total time =    1727.67 ms /   298 tokens
8695.40.416.590 I slot print_timing: id  0 | task 138755 |    graphs reused =     135044
8695.40.416.606 I slot      release: id  0 | task 138755 | stop processing: n_tokens = 297, truncated = 0
8695.40.417.785 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.892 (> 0.100 thold), f_keep = 0.582
8695.40.417.799 I slot launch_slot_: id  0 | task 138861 | processing task, is_child = 0
8695.42.886.356 I slot print_timing: id  0 | task 138861 | prompt eval time =     121.89 ms /   194 tokens (    0.63 ms per token,  1591.56 tokens per second)
8695.42.886.358 I slot print_timing: id  0 | task 138861 |        eval time =    2346.66 ms /   153 tokens (   15.44 ms per token,    64.77 tokens per second)
8695.42.886.359 I slot print_timing: id  0 | task 138861 |       total time =    2468.55 ms /   347 tokens
8695.42.886.359 I slot print_timing: id  0 | task 138861 |    graphs reused =     135194
8695.42.886.375 I slot      release: id  0 | task 138861 | stop processing: n_tokens = 346, truncated = 0
8695.42.887.720 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106973136184
8695.42.889.498 I slot launch_slot_: id  0 | task 139015 | processing task, is_child = 0
8695.45.042.331 I slot print_timing: id  0 | task 139015 | prompt eval time =     256.25 ms /   477 tokens (    0.54 ms per token,  1861.48 tokens per second)
8695.45.042.333 I slot print_timing: id  0 | task 139015 |        eval time =    1896.58 ms /   122 tokens (   15.67 ms per token,    63.80 tokens per second)
8695.45.042.333 I slot print_timing: id  0 | task 139015 |       total time =    2152.83 ms /   599 tokens
8695.45.042.334 I slot print_timing: id  0 | task 139015 |    graphs reused =     135313
8695.45.042.353 I slot      release: id  0 | task 139015 | stop processing: n_tokens = 598, truncated = 0
8695.45.043.475 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106975292163
8695.45.043.505 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 54.694 MiB)
8695.45.224.590 I slot launch_slot_: id  0 | task 139138 | processing task, is_child = 0
8695.45.754.032 I slot print_timing: id  0 | task 139138 | prompt eval time =      97.91 ms /   144 tokens (    0.68 ms per token,  1470.80 tokens per second)
8695.45.754.034 I slot print_timing: id  0 | task 139138 |        eval time =     431.53 ms /    29 tokens (   15.41 ms per token,    64.89 tokens per second)
8695.45.754.035 I slot print_timing: id  0 | task 139138 |       total time =     529.43 ms /   173 tokens
8695.45.754.035 I slot print_timing: id  0 | task 139138 |    graphs reused =     135340
8695.45.754.048 I slot      release: id  0 | task 139138 | stop processing: n_tokens = 172, truncated = 0
8695.45.756.320 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106976003857
8695.45.759.819 I slot launch_slot_: id  0 | task 139168 | processing task, is_child = 0
8695.47.471.037 I slot print_timing: id  0 | task 139168 | prompt eval time =     105.98 ms /   178 tokens (    0.60 ms per token,  1679.48 tokens per second)
8695.47.471.039 I slot print_timing: id  0 | task 139168 |        eval time =    1605.23 ms /   105 tokens (   15.43 ms per token,    64.79 tokens per second)
8695.47.471.040 I slot print_timing: id  0 | task 139168 |       total time =    1711.21 ms /   283 tokens
8695.47.471.040 I slot print_timing: id  0 | task 139168 |    graphs reused =     135442
8695.47.471.054 I slot      release: id  0 | task 139168 | stop processing: n_tokens = 282, truncated = 0
8695.47.472.207 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.883 (> 0.100 thold), f_keep = 0.560
8695.47.472.218 I slot launch_slot_: id  0 | task 139274 | processing task, is_child = 0
8695.48.796.941 I slot print_timing: id  0 | task 139274 | prompt eval time =     106.05 ms /   179 tokens (    0.59 ms per token,  1687.96 tokens per second)
8695.48.796.943 I slot print_timing: id  0 | task 139274 |        eval time =    1218.67 ms /    80 tokens (   15.43 ms per token,    64.82 tokens per second)
8695.48.796.943 I slot print_timing: id  0 | task 139274 |       total time =    1324.72 ms /   259 tokens
8695.48.796.943 I slot print_timing: id  0 | task 139274 |    graphs reused =     135519
8695.48.796.958 I slot      release: id  0 | task 139274 | stop processing: n_tokens = 258, truncated = 0
8695.48.798.238 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106979046768
8695.48.799.027 I slot launch_slot_: id  0 | task 139355 | processing task, is_child = 0
8695.49.160.327 I slot print_timing: id  0 | task 139355 | prompt eval time =     220.89 ms /   387 tokens (    0.57 ms per token,  1751.97 tokens per second)
8695.49.160.329 I slot print_timing: id  0 | task 139355 |        eval time =     140.40 ms /    10 tokens (   15.60 ms per token,    64.10 tokens per second)
8695.49.160.330 I slot print_timing: id  0 | task 139355 |       total time =     361.30 ms /   397 tokens
8695.49.160.330 I slot print_timing: id  0 | task 139355 |    graphs reused =     135527
8695.49.160.347 I slot      release: id  0 | task 139355 | stop processing: n_tokens = 396, truncated = 0
8695.49.161.380 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106979410157
8695.49.161.405 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 65.851 MiB)
8695.49.268.175 I slot launch_slot_: id  0 | task 139366 | processing task, is_child = 0
8695.50.112.571 I slot print_timing: id  0 | task 139366 | prompt eval time =     104.24 ms /   159 tokens (    0.66 ms per token,  1525.33 tokens per second)
8695.50.112.576 I slot print_timing: id  0 | task 139366 |        eval time =     740.15 ms /    49 tokens (   15.42 ms per token,    64.85 tokens per second)
8695.50.112.576 I slot print_timing: id  0 | task 139366 |       total time =     844.39 ms /   208 tokens
8695.50.112.576 I slot print_timing: id  0 | task 139366 |    graphs reused =     135574
8695.50.112.604 I slot      release: id  0 | task 139366 | stop processing: n_tokens = 207, truncated = 0
8695.50.114.436 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106980362413
8695.50.117.819 I slot launch_slot_: id  0 | task 139416 | processing task, is_child = 0
8695.51.711.720 I slot print_timing: id  0 | task 139416 | prompt eval time =     122.12 ms /   202 tokens (    0.60 ms per token,  1654.12 tokens per second)
8695.51.711.722 I slot print_timing: id  0 | task 139416 |        eval time =    1471.78 ms /    96 tokens (   15.49 ms per token,    64.55 tokens per second)
8695.51.711.723 I slot print_timing: id  0 | task 139416 |       total time =    1593.89 ms /   298 tokens
8695.51.711.724 I slot print_timing: id  0 | task 139416 |    graphs reused =     135667
8695.51.711.738 I slot      release: id  0 | task 139416 | stop processing: n_tokens = 297, truncated = 0
8695.51.712.880 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.849 (> 0.100 thold), f_keep = 0.586
8695.51.712.891 I slot launch_slot_: id  0 | task 139513 | processing task, is_child = 0
8695.53.394.416 I slot print_timing: id  0 | task 139513 | prompt eval time =     122.35 ms /   205 tokens (    0.60 ms per token,  1675.55 tokens per second)
8695.53.394.418 I slot print_timing: id  0 | task 139513 |        eval time =    1559.16 ms /   102 tokens (   15.44 ms per token,    64.78 tokens per second)
8695.53.394.419 I slot print_timing: id  0 | task 139513 |       total time =    1681.51 ms /   307 tokens
8695.53.394.419 I slot print_timing: id  0 | task 139513 |    graphs reused =     135766
8695.53.394.434 I slot      release: id  0 | task 139513 | stop processing: n_tokens = 306, truncated = 0
8695.53.395.676 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106983644243
8695.53.398.969 I slot launch_slot_: id  0 | task 139616 | processing task, is_child = 0
8695.55.799.716 I slot print_timing: id  0 | task 139616 | prompt eval time =     238.87 ms /   435 tokens (    0.55 ms per token,  1821.06 tokens per second)
8695.55.799.719 I slot print_timing: id  0 | task 139616 |        eval time =    2161.87 ms /   139 tokens (   15.67 ms per token,    63.83 tokens per second)
8695.55.799.719 I slot print_timing: id  0 | task 139616 |       total time =    2400.74 ms /   574 tokens
8695.55.799.719 I slot print_timing: id  0 | task 139616 |    graphs reused =     135902
8695.55.799.741 I slot      release: id  0 | task 139616 | stop processing: n_tokens = 573, truncated = 0
8695.55.801.266 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106986049551
8695.55.947.852 I slot launch_slot_: id  0 | task 139756 | processing task, is_child = 0
8695.56.449.644 I slot print_timing: id  0 | task 139756 | prompt eval time =     100.51 ms /   158 tokens (    0.64 ms per token,  1572.05 tokens per second)
8695.56.449.646 I slot print_timing: id  0 | task 139756 |        eval time =     401.27 ms /    27 tokens (   15.43 ms per token,    64.79 tokens per second)
8695.56.449.647 I slot print_timing: id  0 | task 139756 |       total time =     501.78 ms /   185 tokens
8695.56.449.647 I slot print_timing: id  0 | task 139756 |    graphs reused =     135927
8695.56.449.665 I slot      release: id  0 | task 139756 | stop processing: n_tokens = 184, truncated = 0
8695.56.450.800 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106986699475
8695.56.452.302 I slot launch_slot_: id  0 | task 139784 | processing task, is_child = 0
8695.57.813.595 I slot print_timing: id  0 | task 139784 | prompt eval time =     106.31 ms /   191 tokens (    0.56 ms per token,  1796.72 tokens per second)
8695.57.813.598 I slot print_timing: id  0 | task 139784 |        eval time =    1254.98 ms /    82 tokens (   15.49 ms per token,    64.54 tokens per second)
8695.57.813.598 I slot print_timing: id  0 | task 139784 |       total time =    1361.28 ms /   273 tokens
8695.57.813.598 I slot print_timing: id  0 | task 139784 |    graphs reused =     136006
8695.57.813.619 I slot      release: id  0 | task 139784 | stop processing: n_tokens = 272, truncated = 0
8695.57.814.904 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.906 (> 0.100 thold), f_keep = 0.640
8695.57.814.915 I slot launch_slot_: id  0 | task 139867 | processing task, is_child = 0
8695.59.011.063 I slot print_timing: id  0 | task 139867 | prompt eval time =     106.13 ms /   192 tokens (    0.55 ms per token,  1809.17 tokens per second)
8695.59.011.065 I slot print_timing: id  0 | task 139867 |        eval time =    1090.01 ms /    71 tokens (   15.57 ms per token,    64.22 tokens per second)
8695.59.011.066 I slot print_timing: id  0 | task 139867 |       total time =    1196.13 ms /   263 tokens
8695.59.011.066 I slot print_timing: id  0 | task 139867 |    graphs reused =     136074
8695.59.011.090 I slot      release: id  0 | task 139867 | stop processing: n_tokens = 262, truncated = 0
8695.59.012.815 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106989260899
8695.59.013.872 I slot launch_slot_: id  0 | task 139939 | processing task, is_child = 0
8696.02.231.491 I slot print_timing: id  0 | task 139939 | n_gen =    194, tg =  64.11 t/s, tg_3s =  64.44 t/s
8696.02.653.716 I slot print_timing: id  0 | task 139939 | prompt eval time =     206.98 ms /   367 tokens (    0.56 ms per token,  1773.14 tokens per second)
8696.02.653.718 I slot print_timing: id  0 | task 139939 |        eval time =    3432.86 ms /   221 tokens (   15.60 ms per token,    64.09 tokens per second)
8696.02.653.718 I slot print_timing: id  0 | task 139939 |       total time =    3639.84 ms /   588 tokens
8696.02.653.719 I slot print_timing: id  0 | task 139939 |    graphs reused =     136292
8696.02.653.757 I slot      release: id  0 | task 139939 | stop processing: n_tokens = 587, truncated = 0
8696.02.656.336 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106992903567
8696.02.656.371 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 73.071 MiB)
8696.02.814.799 I slot launch_slot_: id  0 | task 140161 | processing task, is_child = 0
8696.03.453.831 I slot print_timing: id  0 | task 140161 | prompt eval time =      99.69 ms /   147 tokens (    0.68 ms per token,  1474.50 tokens per second)
8696.03.453.833 I slot print_timing: id  0 | task 140161 |        eval time =     539.33 ms /    36 tokens (   15.41 ms per token,    64.90 tokens per second)
8696.03.453.833 I slot print_timing: id  0 | task 140161 |       total time =     639.02 ms /   183 tokens
8696.03.453.833 I slot print_timing: id  0 | task 140161 |    graphs reused =     136326
8696.03.453.859 I slot      release: id  0 | task 140161 | stop processing: n_tokens = 182, truncated = 0
8696.03.455.005 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106993703669
8696.03.458.010 I slot launch_slot_: id  0 | task 140198 | processing task, is_child = 0
8696.04.892.503 I slot print_timing: id  0 | task 140198 | prompt eval time =     106.07 ms /   185 tokens (    0.57 ms per token,  1744.15 tokens per second)
8696.04.892.505 I slot print_timing: id  0 | task 140198 |        eval time =    1328.42 ms /    87 tokens (   15.45 ms per token,    64.74 tokens per second)
8696.04.892.505 I slot print_timing: id  0 | task 140198 |       total time =    1434.49 ms /   272 tokens
8696.04.892.506 I slot print_timing: id  0 | task 140198 |    graphs reused =     136410
8696.04.892.519 I slot      release: id  0 | task 140198 | stop processing: n_tokens = 271, truncated = 0
8696.04.893.655 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.908 (> 0.100 thold), f_keep = 0.620
8696.04.893.666 I slot launch_slot_: id  0 | task 140286 | processing task, is_child = 0
8696.07.798.188 I slot print_timing: id  0 | task 140286 | prompt eval time =     106.33 ms /   185 tokens (    0.57 ms per token,  1739.95 tokens per second)
8696.07.798.191 I slot print_timing: id  0 | task 140286 |        eval time =    2798.19 ms /   182 tokens (   15.46 ms per token,    64.68 tokens per second)
8696.07.798.191 I slot print_timing: id  0 | task 140286 |       total time =    2904.52 ms /   367 tokens
8696.07.798.193 I slot print_timing: id  0 | task 140286 |    graphs reused =     136589
8696.07.798.207 I slot      release: id  0 | task 140286 | stop processing: n_tokens = 366, truncated = 0
8696.07.799.577 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106998048016
8696.07.801.595 I slot launch_slot_: id  0 | task 140469 | processing task, is_child = 0
8696.08.261.984 I slot print_timing: id  0 | task 140469 | prompt eval time =     271.69 ms /   481 tokens (    0.56 ms per token,  1770.37 tokens per second)
8696.08.261.986 I slot print_timing: id  0 | task 140469 |        eval time =     188.69 ms /    13 tokens (   15.72 ms per token,    63.60 tokens per second)
8696.08.261.986 I slot print_timing: id  0 | task 140469 |       total time =     460.38 ms /   494 tokens
8696.08.261.987 I slot print_timing: id  0 | task 140469 |    graphs reused =     136600
8696.08.262.008 I slot      release: id  0 | task 140469 | stop processing: n_tokens = 493, truncated = 0
8696.08.263.538 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106998511817
8696.08.263.564 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 62.351 MiB)
8696.08.362.662 I slot launch_slot_: id  0 | task 140483 | processing task, is_child = 0
8696.08.866.111 I slot print_timing: id  0 | task 140483 | prompt eval time =     116.80 ms /   164 tokens (    0.71 ms per token,  1404.09 tokens per second)
8696.08.866.113 I slot print_timing: id  0 | task 140483 |        eval time =     386.64 ms /    26 tokens (   15.47 ms per token,    64.66 tokens per second)
8696.08.866.113 I slot print_timing: id  0 | task 140483 |       total time =     503.44 ms /   190 tokens
8696.08.866.113 I slot print_timing: id  0 | task 140483 |    graphs reused =     136624
8696.08.866.134 I slot      release: id  0 | task 140483 | stop processing: n_tokens = 189, truncated = 0
8696.08.867.271 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8106999115944
8696.08.868.862 I slot launch_slot_: id  0 | task 140510 | processing task, is_child = 0
8696.09.563.878 I slot print_timing: id  0 | task 140510 | prompt eval time =     121.69 ms /   194 tokens (    0.63 ms per token,  1594.28 tokens per second)
8696.09.563.880 I slot print_timing: id  0 | task 140510 |        eval time =     573.33 ms /    38 tokens (   15.50 ms per token,    64.54 tokens per second)
8696.09.563.880 I slot print_timing: id  0 | task 140510 |       total time =     695.01 ms /   232 tokens
8696.09.563.881 I slot print_timing: id  0 | task 140510 |    graphs reused =     136660
8696.09.563.894 I slot      release: id  0 | task 140510 | stop processing: n_tokens = 231, truncated = 0
8696.09.565.053 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.910 (> 0.100 thold), f_keep = 0.788
8696.09.565.063 I slot launch_slot_: id  0 | task 140549 | processing task, is_child = 0
8696.10.876.782 I slot print_timing: id  0 | task 140549 | prompt eval time =     122.18 ms /   200 tokens (    0.61 ms per token,  1636.92 tokens per second)
8696.10.876.784 I slot print_timing: id  0 | task 140549 |        eval time =    1189.53 ms /    78 tokens (   15.45 ms per token,    64.73 tokens per second)
8696.10.876.785 I slot print_timing: id  0 | task 140549 |       total time =    1311.71 ms /   278 tokens
8696.10.876.785 I slot print_timing: id  0 | task 140549 |    graphs reused =     136735
8696.10.876.799 I slot      release: id  0 | task 140549 | stop processing: n_tokens = 277, truncated = 0
8696.10.878.095 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107001126609
8696.10.880.323 I slot launch_slot_: id  0 | task 140628 | processing task, is_child = 0
8696.12.370.260 I slot print_timing: id  0 | task 140628 | prompt eval time =     188.21 ms /   335 tokens (    0.56 ms per token,  1779.97 tokens per second)
8696.12.370.263 I slot print_timing: id  0 | task 140628 |        eval time =    1301.72 ms /    85 tokens (   15.50 ms per token,    64.53 tokens per second)
8696.12.370.263 I slot print_timing: id  0 | task 140628 |       total time =    1489.93 ms /   420 tokens
8696.12.370.263 I slot print_timing: id  0 | task 140628 |    graphs reused =     136818
8696.12.370.280 I slot      release: id  0 | task 140628 | stop processing: n_tokens = 419, truncated = 0
8696.12.371.458 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107002620090
8696.12.371.485 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 73.071 MiB)
8696.12.379.001 I slot launch_slot_: id  0 | task 140714 | processing task, is_child = 0
8696.12.864.762 I slot print_timing: id  0 | task 140714 | prompt eval time =      89.44 ms /   147 tokens (    0.61 ms per token,  1643.56 tokens per second)
8696.12.864.764 I slot print_timing: id  0 | task 140714 |        eval time =     396.31 ms /    27 tokens (   15.24 ms per token,    65.60 tokens per second)
8696.12.864.765 I slot print_timing: id  0 | task 140714 |       total time =     485.75 ms /   174 tokens
8696.12.864.765 I slot print_timing: id  0 | task 140714 |    graphs reused =     136843
8696.12.864.787 I slot      release: id  0 | task 140714 | stop processing: n_tokens = 173, truncated = 0
8696.12.865.961 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107003114597
8696.12.867.701 I slot launch_slot_: id  0 | task 140742 | processing task, is_child = 0
8696.14.938.460 I slot print_timing: id  0 | task 140742 | prompt eval time =     106.00 ms /   183 tokens (    0.58 ms per token,  1726.50 tokens per second)
8696.14.938.464 I slot print_timing: id  0 | task 140742 |        eval time =    1964.76 ms /   128 tokens (   15.47 ms per token,    64.64 tokens per second)
8696.14.938.465 I slot print_timing: id  0 | task 140742 |       total time =    2070.75 ms /   311 tokens
8696.14.938.465 I slot print_timing: id  0 | task 140742 |    graphs reused =     136968
8696.14.938.478 I slot      release: id  0 | task 140742 | stop processing: n_tokens = 310, truncated = 0
8696.14.939.596 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.933 (> 0.100 thold), f_keep = 0.535
8696.14.939.607 I slot launch_slot_: id  0 | task 140871 | processing task, is_child = 0
8696.15.647.558 I slot print_timing: id  0 | task 140871 | prompt eval time =     106.06 ms /   178 tokens (    0.60 ms per token,  1678.37 tokens per second)
8696.15.647.560 I slot print_timing: id  0 | task 140871 |        eval time =     601.89 ms /    40 tokens (   15.43 ms per token,    64.80 tokens per second)
8696.15.647.561 I slot print_timing: id  0 | task 140871 |       total time =     707.94 ms /   218 tokens
8696.15.647.561 I slot print_timing: id  0 | task 140871 |    graphs reused =     137006
8696.15.647.575 I slot      release: id  0 | task 140871 | stop processing: n_tokens = 217, truncated = 0
8696.15.648.881 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107005897385
8696.15.653.186 I slot launch_slot_: id  0 | task 140912 | processing task, is_child = 0
8696.18.872.639 I slot print_timing: id  0 | task 140912 | n_gen =    194, tg =  64.04 t/s, tg_3s =  64.37 t/s
8696.19.201.556 I slot print_timing: id  0 | task 140912 | prompt eval time =     205.52 ms /   371 tokens (    0.55 ms per token,  1805.14 tokens per second)
8696.19.201.558 I slot print_timing: id  0 | task 140912 |        eval time =    3342.84 ms /   215 tokens (   15.62 ms per token,    64.02 tokens per second)
8696.19.201.559 I slot print_timing: id  0 | task 140912 |       total time =    3548.36 ms /   586 tokens
8696.19.201.559 I slot print_timing: id  0 | task 140912 |    graphs reused =     137218
8696.19.201.583 I slot      release: id  0 | task 140912 | stop processing: n_tokens = 585, truncated = 0
8696.19.203.829 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107009451393
8696.19.218.628 I slot launch_slot_: id  0 | task 141128 | processing task, is_child = 0
